%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Bede   270
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Columba   6
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	D%C3%A1l_Riata   154
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Great_Britain   384
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Ireland   407
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Isle_of_Man   560
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Monarchy   20
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Orkney   223
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Picts   502
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Scotland   220
%C3%81ed%C3%A1n_mac_Gabr%C3%A1in	Wales   492
%C3%85land	20th_century   420
%C3%85land	Baltic_Sea   239
%C3%85land	Crimean_War   129
%C3%85land	Currency   502
%C3%85land	Euro   115
%C3%85land	European_Union   29
%C3%85land	Finland   534
%C3%85land	League_of_Nations   71
%C3%85land	List_of_countries_by_system_of_government   243
%C3%85land	Nationality   142
%C3%85land	Parliamentary_system   291
%C3%85land	Police   340
%C3%85land	Russia   231
%C3%85land	Stockholm   329
%C3%85land	Sweden   586
%C3%85land	Time_zone   185
%C3%85land	Tourism   585
%C3%85land	United_Kingdom   228
%C3%85land	World_War_II   343
%C3%89douard_Manet	Absinthe   342
%C3%89douard_Manet	Beer   434
%C3%89douard_Manet	Claude_Monet   350
%C3%89douard_Manet	Diego_Vel%C3%A1zquez   433
%C3%89douard_Manet	Edgar_Allan_Poe   217
%C3%89douard_Manet	France   92
%C3%89douard_Manet	Francisco_Goya   328
%C3%89douard_Manet	Germany   238
%C3%89douard_Manet	Impressionism   251
%C3%89douard_Manet	Italy   165
%C3%89douard_Manet	Landscape   394
%C3%89douard_Manet	Netherlands   143
%C3%89douard_Manet	Painting   585
%C3%89douard_Manet	Paris   569
%C3%89douard_Manet	Photography   208
%C3%89douard_Manet	Raphael   486
%C3%89douard_Manet	Renaissance   84
%C3%89douard_Manet	Sweden   173
%C3%89douard_Manet	United_States_dollar   419
%C3%89douard_Manet	Washington%2C_D.C.   91
%C3%89ire	Canada   417
%C3%89ire	English_language   497
%C3%89ire	George_VI_of_the_United_Kingdom   383
%C3%89ire	Ireland   156
%C3%89ire	Northern_Ireland   63
%C3%89ire	Ottawa   111
%C3%89ire	Republic_of_Ireland   77
%C3%89ire	United_Kingdom   249
%C3%93engus_I_of_the_Picts	D%C3%A1l_Riata   31
%C3%93engus_I_of_the_Picts	Durham   306
%C3%93engus_I_of_the_Picts	England   592
%C3%93engus_I_of_the_Picts	Great_Britain   373
%C3%93engus_I_of_the_Picts	Ireland   75
%C3%93engus_I_of_the_Picts	Lion   277
%C3%93engus_I_of_the_Picts	Mercia   141
%C3%93engus_I_of_the_Picts	Scotland   293
%C3%93engus_I_of_the_Picts	Viking   306
%C3%93engus_I_of_the_Picts	York   470
%E2%82%AC2_commemorative_coins	Athens   467
%E2%82%AC2_commemorative_coins	Atlantic_Ocean   557
%E2%82%AC2_commemorative_coins	Austria   34
%E2%82%AC2_commemorative_coins	Belgium   196
%E2%82%AC2_commemorative_coins	Berlin   35
%E2%82%AC2_commemorative_coins	Brussels   19
%E2%82%AC2_commemorative_coins	Cathedral_of_Magdeburg   164
%E2%82%AC2_commemorative_coins	Cereal   180
%E2%82%AC2_commemorative_coins	Christopher_Columbus   441
%E2%82%AC2_commemorative_coins	Cologne   248
%E2%82%AC2_commemorative_coins	Comet   353
%E2%82%AC2_commemorative_coins	Dresden   260
%E2%82%AC2_commemorative_coins	European_Union   276
%E2%82%AC2_commemorative_coins	Finland   169
%E2%82%AC2_commemorative_coins	France   156
%E2%82%AC2_commemorative_coins	Galileo_Galilei   58
%E2%82%AC2_commemorative_coins	Germany   261
%E2%82%AC2_commemorative_coins	Greece   220
%E2%82%AC2_commemorative_coins	Hamburg   105
%E2%82%AC2_commemorative_coins	Harold_Macmillan   339
%E2%82%AC2_commemorative_coins	Heraldry   405
%E2%82%AC2_commemorative_coins	History   136
%E2%82%AC2_commemorative_coins	Ireland   581
%E2%82%AC2_commemorative_coins	Italy   332
%E2%82%AC2_commemorative_coins	Luxembourg   445
%E2%82%AC2_commemorative_coins	Maize   55
%E2%82%AC2_commemorative_coins	Miguel_de_Cervantes   9
%E2%82%AC2_commemorative_coins	Monaco   587
%E2%82%AC2_commemorative_coins	Munich   284
%E2%82%AC2_commemorative_coins	Netherlands   251
%E2%82%AC2_commemorative_coins	Numismatics   392
%E2%82%AC2_commemorative_coins	Nutrition   150
%E2%82%AC2_commemorative_coins	Pope_John_Paul_II   207
%E2%82%AC2_commemorative_coins	Portugal   362
%E2%82%AC2_commemorative_coins	Rice   346
%E2%82%AC2_commemorative_coins	San_Marino   179
%E2%82%AC2_commemorative_coins	Sanssouci   317
%E2%82%AC2_commemorative_coins	Soviet_Union   511
%E2%82%AC2_commemorative_coins	Spain   359
%E2%82%AC2_commemorative_coins	Suffrage   158
%E2%82%AC2_commemorative_coins	Turin   94
%E2%82%AC2_commemorative_coins	United_Kingdom   111
%E2%82%AC2_commemorative_coins	United_Nations   418
%E2%82%AC2_commemorative_coins	United_States   306
%E2%82%AC2_commemorative_coins	Vatican_City   217
%E2%82%AC2_commemorative_coins	Wheat   510
%E2%82%AC2_commemorative_coins	Zeus   364
18th_century	George_III_of_the_United_Kingdom   172
18th_century	George_Washington   313
18th_century	Glorious_Revolution   133
18th_century	Immanuel_Kant   40
18th_century	India   328
18th_century	Industrial_Revolution   351
18th_century	James_Cook   433
18th_century	James_Watt   143
18th_century	Jean-Jacques_Rousseau   192
18th_century	Johann_Sebastian_Bach   57
18th_century	Joseph_Haydn   419
18th_century	Leonhard_Euler   301
18th_century	London   321
18th_century	Louis_XIV_of_France   263
18th_century	Napoleon_I_of_France   284
18th_century	Napoleonic_Wars   56
18th_century	Nepal   162
18th_century	Netherlands   205
18th_century	North_America   224
18th_century	Pacific_Ocean   594
18th_century	Persian_Empire   90
18th_century	Peter_I_of_Russia   498
18th_century	Photosynthesis   256
18th_century	Piano   261
18th_century	Polish-Lithuanian_Commonwealth   26
18th_century	President_of_the_United_States   504
18th_century	Prime_Minister_of_the_United_Kingdom   129
18th_century	Russia   267
18th_century	Saint_Petersburg   254
18th_century	Scotland   157
18th_century	Sierra_Leone   560
18th_century	Smallpox   362
18th_century	South_Africa   407
18th_century	South_America   92
18th_century	Spain   403
18th_century	Steam_engine   70
18th_century	Steel   379
18th_century	Sydney   171
18th_century	Thomas_Gainsborough   214
18th_century	Thomas_Jefferson   571
18th_century	Time   228
18th_century	United_States   569
18th_century	Vitus_Bering   272
18th_century	Voltaire   549
18th_century	War_of_the_Spanish_Succession   231
18th_century	William_Hogarth   492
18th_century	Wolfgang_Amadeus_Mozart   4
1928_Okeechobee_Hurricane	Africa   330
1928_Okeechobee_Hurricane	Atlantic_Ocean   32
1928_Okeechobee_Hurricane	Dominica   164
1928_Okeechobee_Hurricane	Florida   323
1928_Okeechobee_Hurricane	Galveston_Hurricane_of_1900   122
1928_Okeechobee_Hurricane	Guadeloupe   598
1928_Okeechobee_Hurricane	Latin_America   515
1928_Okeechobee_Hurricane	Martinique   320
1928_Okeechobee_Hurricane	Montserrat   24
1928_Okeechobee_Hurricane	Norfolk   419
1928_Okeechobee_Hurricane	Paris   449
1928_Okeechobee_Hurricane	Puerto_Rico   227
1928_Okeechobee_Hurricane	The_Bahamas   8
1928_Okeechobee_Hurricane	Toronto   5
1928_Okeechobee_Hurricane	Tropical_cyclone   122
1928_Okeechobee_Hurricane	United_States   371
1928_Okeechobee_Hurricane	United_States_Virgin_Islands   412
1973_oil_crisis	Algeria   151
1973_oil_crisis	Arab-Israeli_conflict   109
1973_oil_crisis	Australia   483
1973_oil_crisis	BBC   530
1973_oil_crisis	Bretton_Woods_system   280
1973_oil_crisis	Canada   32
1973_oil_crisis	Chile   437
1973_oil_crisis	Coal   508
1973_oil_crisis	Cold_War   0
1973_oil_crisis	Egypt   44
1973_oil_crisis	Electronics   392
1973_oil_crisis	Ethanol   168
1973_oil_crisis	Gold   536
1973_oil_crisis	Iran   333
1973_oil_crisis	Iraq   498
1973_oil_crisis	Israel   569
1973_oil_crisis	Kuwait   497
1973_oil_crisis	Latin_America   156
1973_oil_crisis	Libya   26
1973_oil_crisis	Market   431
1973_oil_crisis	Mexico   70
1973_oil_crisis	Middle_East   346
1973_oil_crisis	Mineral   391
1973_oil_crisis	Natural_gas   489
1973_oil_crisis	Netherlands   194
1973_oil_crisis	Newspaper   554
1973_oil_crisis	Nigeria   498
1973_oil_crisis	North_America   136
1973_oil_crisis	Nuclear_power   75
1973_oil_crisis	People%27s_Republic_of_China   204
1973_oil_crisis	Persian_Gulf   548
1973_oil_crisis	Petroleum   226
1973_oil_crisis	Portugal   313
1973_oil_crisis	Qatar   366
1973_oil_crisis	Richard_Nixon   92
1973_oil_crisis	Russia   593
1973_oil_crisis	Saudi_Arabia   398
1973_oil_crisis	South_Africa   529
1973_oil_crisis	Soviet_Union   436
1973_oil_crisis	Supply_and_demand   335
1973_oil_crisis	Syria   509
1973_oil_crisis	United_Arab_Emirates   227
1973_oil_crisis	United_Kingdom   439
1973_oil_crisis	United_Nations   444
1973_oil_crisis	United_States   560
1973_oil_crisis	United_States_dollar   336
1973_oil_crisis	Venezuela   348
1973_oil_crisis	Wheat   393
1973_oil_crisis	Wood_fuel   492
1973_oil_crisis	World_War_II   311
1973_oil_crisis	Yom_Kippur_War   159
1980_eruption_of_Mount_St._Helens	Animal   498
1980_eruption_of_Mount_St._Helens	Apple   56
1980_eruption_of_Mount_St._Helens	Avalanche   550
1980_eruption_of_Mount_St._Helens	California   323
1980_eruption_of_Mount_St._Helens	Carbon_dioxide   251
1980_eruption_of_Mount_St._Helens	Columbia_River   503
1980_eruption_of_Mount_St._Helens	Denver%2C_Colorado   220
1980_eruption_of_Mount_St._Helens	Earth%27s_atmosphere   323
1980_eruption_of_Mount_St._Helens	Earthquake   514
1980_eruption_of_Mount_St._Helens	Emotion   360
1980_eruption_of_Mount_St._Helens	Energy   270
1980_eruption_of_Mount_St._Helens	Flood   76
1980_eruption_of_Mount_St._Helens	Forest   72
1980_eruption_of_Mount_St._Helens	Gas   573
1980_eruption_of_Mount_St._Helens	Glacier   168
1980_eruption_of_Mount_St._Helens	Human   0
1980_eruption_of_Mount_St._Helens	Ice   306
1980_eruption_of_Mount_St._Helens	Jimmy_Carter   96
1980_eruption_of_Mount_St._Helens	Magma   372
1980_eruption_of_Mount_St._Helens	Minnesota   40
1980_eruption_of_Mount_St._Helens	Moon   541
1980_eruption_of_Mount_St._Helens	Mount_St._Helens   599
1980_eruption_of_Mount_St._Helens	Nuclear_weapon   479
1980_eruption_of_Mount_St._Helens	Ocean   320
1980_eruption_of_Mount_St._Helens	Oregon   495
1980_eruption_of_Mount_St._Helens	Potato   150
1980_eruption_of_Mount_St._Helens	Radio   68
1980_eruption_of_Mount_St._Helens	Rain   223
1980_eruption_of_Mount_St._Helens	Seattle%2C_Washington   578
1980_eruption_of_Mount_St._Helens	Snow   379
1980_eruption_of_Mount_St._Helens	Sound   318
1980_eruption_of_Mount_St._Helens	Tourism   412
1980_eruption_of_Mount_St._Helens	Transport   371
1980_eruption_of_Mount_St._Helens	Tree   267
1980_eruption_of_Mount_St._Helens	U.S._state   134
1980_eruption_of_Mount_St._Helens	United_States   558
1980_eruption_of_Mount_St._Helens	United_States_Congress   105
1980_eruption_of_Mount_St._Helens	Volcano   354
1980_eruption_of_Mount_St._Helens	Water   280
1980_eruption_of_Mount_St._Helens	Wave   555
1980_eruption_of_Mount_St._Helens	Wheat   113
1980_eruption_of_Mount_St._Helens	Wind   551
1980_eruption_of_Mount_St._Helens	Yellowstone_National_Park   30
1997_Pacific_hurricane_season	California   121
1997_Pacific_hurricane_season	Caribbean_Sea   459
1997_Pacific_hurricane_season	El_Ni%C3%B1o-Southern_Oscillation   198
1997_Pacific_hurricane_season	El_Salvador   57
1997_Pacific_hurricane_season	Guam   164
1997_Pacific_hurricane_season	Japan   230
1997_Pacific_hurricane_season	Johnston_Atoll   429
1997_Pacific_hurricane_season	Meteorology   141
1997_Pacific_hurricane_season	Mexico   170
1997_Pacific_hurricane_season	Nicaragua   363
1997_Pacific_hurricane_season	Pacific_Ocean   556
1997_Pacific_hurricane_season	Palmyra_Atoll   491
1997_Pacific_hurricane_season	Tropical_cyclone   193
1997_Pacific_hurricane_season	U.S._state   106
1997_Pacific_hurricane_season	United_States   495
1997_Pacific_hurricane_season	Wake_Island   352
19th_century	10th_century   19
19th_century	11th_century   209
19th_century	12th_century   69
19th_century	13th_century   431
19th_century	14th_century   516
19th_century	15th_century   272
19th_century	16th_century   565
19th_century	17th_century   474
19th_century	18th_century   377
19th_century	1st_century   254
19th_century	1st_century_BC   153
19th_century	20th_century   268
19th_century	21st_century   303
19th_century	2nd_century   39
19th_century	3rd_century   298
19th_century	4th_century   360
19th_century	5th_century   498
19th_century	6th_century   433
19th_century	7th_century   417
19th_century	8th_century   62
19th_century	9th_century   62
19th_century	Abraham_Lincoln   245
19th_century	Aleksandr_Pushkin   139
19th_century	Alexander_Graham_Bell   169
19th_century	Alfred_Nobel   545
19th_century	American_Civil_War   94
19th_century	Andrew_Jackson   59
19th_century	Anthropology   137
19th_century	Anton%C3%ADn_Dvo%C5%99%C3%A1k   136
19th_century	Athens   490
19th_century	Atlantic_Ocean   490
19th_century	Australia   156
19th_century	Bah%C3%A1%27%C3%AD_Faith   34
19th_century	Belgium   559
19th_century	Benjamin_Disraeli%2C_1st_Earl_of_Beaconsfield   523
19th_century	Bolivia   550
19th_century	British_East_India_Company   231
19th_century	British_Empire   424
19th_century	Brothers_Grimm   423
19th_century	Canada   544
19th_century	Carl_Friedrich_Gauss   13
19th_century	Charles_Darwin   513
19th_century	Charles_Dickens   147
19th_century	Chile   253
19th_century	China   552
19th_century	Claude_Monet   446
19th_century	Colombia   12
19th_century	Costa_Rica   386
19th_century	Crimean_War   278
19th_century	Cuba   430
19th_century	Dmitri_Mendeleev   384
19th_century	Ecuador   276
19th_century	Edgar_Allan_Poe   10
19th_century	Egypt   523
19th_century	El_Salvador   445
19th_century	England   491
19th_century	Erie_Canal   16
19th_century	Ethiopia   440
19th_century	Europe   28
19th_century	Evolution   153
19th_century	Felix_Mendelssohn   329
19th_century	Finland   454
19th_century	First_Transcontinental_Railroad   245
19th_century	Florence_Nightingale   299
19th_century	Fr%C3%A9d%C3%A9ric_Chopin   412
19th_century	France   167
19th_century	Franz_Schubert   249
19th_century	Friedrich_Nietzsche   579
19th_century	Fyodor_Dostoevsky   527
19th_century	Germany   7
19th_century	Giuseppe_Verdi   459
19th_century	Great_Lakes   541
19th_century	Greek_War_of_Independence   520
19th_century	Gregor_Mendel   5
19th_century	Guatemala   193
19th_century	Henrik_Ibsen   408
19th_century	Henry_James   451
19th_century	Holy_Roman_Empire   141
19th_century	Honduras   193
19th_century	Impressionism   64
19th_century	International_Red_Cross_and_Red_Crescent_Movement   507
19th_century	Italy   577
19th_century	J._M._W._Turner   341
19th_century	James_Clerk_Maxwell   518
19th_century	Jane_Austen   499
19th_century	Japan   185
19th_century	Jesus   344
19th_century	Karl_Marx   515
19th_century	Korea   25
19th_century	Latin_America   372
19th_century	Leo_Tolstoy   67
19th_century	Literature   290
19th_century	London_Underground   225
19th_century	Louis_Pasteur   248
19th_century	Ludwig_van_Beethoven   526
19th_century	Manifest_Destiny   574
19th_century	Marie_Curie   416
19th_century	Mark_Twain   110
19th_century	Mediterranean_Sea   488
19th_century	Mexico   278
19th_century	Michael_Faraday   117
19th_century	Music   346
19th_century	Napoleon_I_of_France   218
19th_century	Napoleonic_Wars   574
19th_century	Natural_selection   352
19th_century	Nicaragua   347
19th_century	Niccol%C3%B2_Paganini   381
19th_century	Nikola_Tesla   138
19th_century	North_Africa   489
19th_century	North_America   574
19th_century	Oil_refinery   139
19th_century	Otto_von_Bismarck   395
19th_century	Ottoman_Empire   486
19th_century	Panama   416
19th_century	Paris   248
19th_century	Persian_Empire   384
19th_century	Peru   0
19th_century	Philippines   529
19th_century	Philosophy   234
19th_century	Politics   562
19th_century	Postage_stamp   300
19th_century	Puerto_Rico   238
19th_century	Pyotr_Ilyich_Tchaikovsky   188
19th_century	Qing_Dynasty   462
19th_century	Red_Sea   486
19th_century	Religion   113
19th_century	Richard_Wagner   371
19th_century	Robert_Schumann   237
19th_century	Romania   223
19th_century	Romanticism   258
19th_century	Russia   516
19th_century	S%C3%B8ren_Kierkegaard   276
19th_century	Samuel_Taylor_Coleridge   4
19th_century	Science   69
19th_century	Scramble_for_Africa   249
19th_century	Shaka   292
19th_century	Singapore   353
19th_century	Sitting_Bull   566
19th_century	Slavery   366
19th_century	Socialism   241
19th_century	South_Africa   475
19th_century	Southern_Africa   505
19th_century	Spain   572
19th_century	Spanish_Inquisition   360
19th_century	Steam_engine   320
19th_century	Steel   156
19th_century	Suez_Canal   79
19th_century	Sweden   257
19th_century	Taiwan   84
19th_century	Telephone   314
19th_century	Telephone_exchange   154
19th_century	The_Origin_of_Species   320
19th_century	Thomas_Jefferson   552
19th_century	Tibet   278
19th_century	Ulysses_S._Grant   181
19th_century	United_States   373
19th_century	Uruguay   327
19th_century	Venezuela   552
19th_century	Victor_Hugo   10
19th_century	Victoria_of_the_United_Kingdom   486
19th_century	Vincent_van_Gogh   146
19th_century	Walt_Whitman   526
19th_century	William_Ewart_Gladstone   162
19th_century	World_War_I   150
19th_century	Yellowstone_National_Park   531
19th_century	Zionism   347
19th_century	Zulu   378
1_Ceres	3_Juno   283
1_Ceres	4_Vesta   313
1_Ceres	90377_Sedna   79
1_Ceres	Asteroid   524
1_Ceres	Carl_Friedrich_Gauss   123
1_Ceres	Cerium   521
1_Ceres	Comet   432
1_Ceres	Cornell_University   484
1_Ceres	Day   176
1_Ceres	Definition_of_planet   524
1_Ceres	Eris_%28dwarf_planet%29   563
1_Ceres	Florida   433
1_Ceres	Fresh_water   544
1_Ceres	Germany   212
1_Ceres	Gravitation   524
1_Ceres	Hubble_Space_Telescope   263
1_Ceres	Jupiter   163
1_Ceres	Kuiper_belt   201
1_Ceres	Mars   381
1_Ceres	Mexico   537
1_Ceres	Milan   465
1_Ceres	Moon   268
1_Ceres	Palladium   483
1_Ceres	Paris   350
1_Ceres	Planet   414
1_Ceres	Pluto   408
1_Ceres	Roman_mythology   448
1_Ceres	Solar_System   500
1_Ceres	Star   338
1_Ceres	Sun   195
1_Ceres	Ultraviolet   213
1_Ceres	Venus   21
1st_century	10th_century   444
1st_century	11th_century   293
1st_century	12th_century   481
1st_century	13th_century   567
1st_century	14th_century   213
1st_century	15th_century   248
1st_century	16th_century   386
1st_century	17th_century   389
1st_century	18th_century   171
1st_century	19th_century   349
1st_century	1st_century_BC   158
1st_century	20th_century   114
1st_century	21st_century   561
1st_century	2nd_century   81
1st_century	3rd_century   314
1st_century	4th_century   60
1st_century	5th_century   218
1st_century	6th_century   94
1st_century	7th_century   533
1st_century	8th_century   82
1st_century	9th_century   298
1st_century	Augustus   415
1st_century	Boudica   369
1st_century	Buddha   48
1st_century	Buddhism   158
1st_century	China   216
1st_century	Claudius   548
1st_century	Jerusalem   496
1st_century	Jesus   347
1st_century	Josephus   161
1st_century	Lion   453
1st_century	Mount_Vesuvius   126
1st_century	Paul_of_Tarsus   454
1st_century	Poland   270
1st_century	Pompeii   93
1st_century	Roman_Empire   2
1st_century	Sri_Lanka   518
1st_century_BC	10th_century   479
1st_century_BC	11th_century   391
1st_century_BC	12th_century   25
1st_century_BC	13th_century   163
1st_century_BC	14th_century   549
1st_century_BC	15th_century   75
1st_century_BC	16th_century   60
1st_century_BC	17th_century   566
1st_century_BC	18th_century   325
1st_century_BC	19th_century   120
1st_century_BC	1st_century   184
1st_century_BC	20th_century   355
1st_century_BC	21st_century   52
1st_century_BC	2nd_century   202
1st_century_BC	3rd_century   53
1st_century_BC	4th_century   403
1st_century_BC	5th_century   507
1st_century_BC	6th_century   101
1st_century_BC	7th_century   561
1st_century_BC	8th_century   123
1st_century_BC	9th_century   585
1st_century_BC	Anno_Domini   392
1st_century_BC	Augustus   406
1st_century_BC	Cleopatra_VII   145
1st_century_BC	Greece   181
1st_century_BC	Jesus   533
1st_century_BC	Julius_Caesar   535
1st_century_BC	Korea   451
1st_century_BC	Mark_Antony   562
1st_century_BC	Roman_Empire   537
1st_century_BC	Rome   304
1st_century_BC	Virgil   440
2-6-0	4-4-0   264
2-6-0	4-6-0   265
2-6-0	England   540
2-6-0	United_States   212
2-8-0	2-6-0   277
2-8-0	4-4-0   600
2-8-0	China   178
2-8-0	Pennsylvania_Railroad   1
2-8-0	United_States   55
2-8-0	World_War_II   298
2003_Atlantic_hurricane_season	2004_Atlantic_hurricane_season   357
2003_Atlantic_hurricane_season	2005_Atlantic_hurricane_season   43
2003_Atlantic_hurricane_season	Atlantic_Ocean   500
2003_Atlantic_hurricane_season	Banana   346
2003_Atlantic_hurricane_season	Bermuda   446
2003_Atlantic_hurricane_season	Canada   407
2003_Atlantic_hurricane_season	Dominican_Republic   447
2003_Atlantic_hurricane_season	Gulf_of_Mexico   342
2003_Atlantic_hurricane_season	Haiti   466
2003_Atlantic_hurricane_season	Mexico   431
2003_Atlantic_hurricane_season	Portugal   133
2003_Atlantic_hurricane_season	Puerto_Rico   271
2003_Atlantic_hurricane_season	The_Bahamas   513
2003_Atlantic_hurricane_season	Tropical_Storm_Ana_%282003%29   314
2003_Atlantic_hurricane_season	Tropical_Storm_Henri_%282003%29   139
2003_Atlantic_hurricane_season	Tropical_Storm_Larry_%282003%29   383
2003_Atlantic_hurricane_season	Tropical_Storm_Odette_%282003%29   100
2003_Atlantic_hurricane_season	Tropical_cyclone   100
2004_Atlantic_hurricane_season	2003_Atlantic_hurricane_season   256
2004_Atlantic_hurricane_season	2005_Atlantic_hurricane_season   405
2004_Atlantic_hurricane_season	Atlantic_Ocean   477
2004_Atlantic_hurricane_season	Barbados   520
2004_Atlantic_hurricane_season	Bermuda   69
2004_Atlantic_hurricane_season	Brazil   416
2004_Atlantic_hurricane_season	Canal   131
2004_Atlantic_hurricane_season	Cape_Verde   346
2004_Atlantic_hurricane_season	Caribbean_Sea   415
2004_Atlantic_hurricane_season	Cayman_Islands   245
2004_Atlantic_hurricane_season	Cuba   284
2004_Atlantic_hurricane_season	Dominican_Republic   406
2004_Atlantic_hurricane_season	El_Ni%C3%B1o-Southern_Oscillation   543
2004_Atlantic_hurricane_season	Florida   40
2004_Atlantic_hurricane_season	Grenada   449
2004_Atlantic_hurricane_season	Guadeloupe   379
2004_Atlantic_hurricane_season	Gulf_of_Mexico   386
2004_Atlantic_hurricane_season	Haiti   294
2004_Atlantic_hurricane_season	Hurricane_Alex_%282004%29   121
2004_Atlantic_hurricane_season	Hurricane_Camille   168
2004_Atlantic_hurricane_season	Hurricane_Charley   35
2004_Atlantic_hurricane_season	Hurricane_Georges   523
2004_Atlantic_hurricane_season	Hurricane_Ivan   535
2004_Atlantic_hurricane_season	Hurricane_Katrina   104
2004_Atlantic_hurricane_season	Hurricane_Mitch   129
2004_Atlantic_hurricane_season	Jamaica   383
2004_Atlantic_hurricane_season	Labor_Day_Hurricane_of_1935   419
2004_Atlantic_hurricane_season	Mexico   269
2004_Atlantic_hurricane_season	Pacific_Ocean   166
2004_Atlantic_hurricane_season	Puerto_Rico   519
2004_Atlantic_hurricane_season	Richmond%2C_Virginia   369
2004_Atlantic_hurricane_season	The_Bahamas   358
2004_Atlantic_hurricane_season	Tropical_Storm_Bonnie_%282004%29   259
2004_Atlantic_hurricane_season	Tropical_Storm_Matthew_%282004%29   245
2004_Atlantic_hurricane_season	Tropical_cyclone   277
2004_Atlantic_hurricane_season	Turks_and_Caicos_Islands   265
2004_Atlantic_hurricane_season	U.S._state   597
2004_Atlantic_hurricane_season	United_States   344
2004_Atlantic_hurricane_season	Venezuela   10
2004_Atlantic_hurricane_season	West_Virginia   411
2004_Indian_Ocean_earthquake	1755_Lisbon_earthquake   590
2004_Indian_Ocean_earthquake	2005_Sumatra_earthquake   230
2004_Indian_Ocean_earthquake	Africa   216
2004_Indian_Ocean_earthquake	Agriculture   468
2004_Indian_Ocean_earthquake	Antarctica   270
2004_Indian_Ocean_earthquake	Arctic   0
2004_Indian_Ocean_earthquake	Asia   182
2004_Indian_Ocean_earthquake	Atlantic_Ocean   592
2004_Indian_Ocean_earthquake	Australia   294
2004_Indian_Ocean_earthquake	Bangladesh   303
2004_Indian_Ocean_earthquake	Bay_of_Bengal   95
2004_Indian_Ocean_earthquake	Bill_Clinton   265
2004_Indian_Ocean_earthquake	Biodiversity   161
2004_Indian_Ocean_earthquake	Canada   30
2004_Indian_Ocean_earthquake	Chile   370
2004_Indian_Ocean_earthquake	China   291
2004_Indian_Ocean_earthquake	Cholera   413
2004_Indian_Ocean_earthquake	Colombia   124
2004_Indian_Ocean_earthquake	Dune   560
2004_Indian_Ocean_earthquake	Earthquake   515
2004_Indian_Ocean_earthquake	Forest   579
2004_Indian_Ocean_earthquake	George_H._W._Bush   264
2004_Indian_Ocean_earthquake	George_W._Bush   272
2004_Indian_Ocean_earthquake	Great_Barrier_Reef   238
2004_Indian_Ocean_earthquake	India   446
2004_Indian_Ocean_earthquake	Indian_Ocean   549
2004_Indian_Ocean_earthquake	Indonesia   503
2004_Indian_Ocean_earthquake	Infrastructure   442
2004_Indian_Ocean_earthquake	Iran   229
2004_Indian_Ocean_earthquake	Islam   449
2004_Indian_Ocean_earthquake	Italy   189
2004_Indian_Ocean_earthquake	Kerala   154
2004_Indian_Ocean_earthquake	Kofi_Annan   79
2004_Indian_Ocean_earthquake	Krakatoa   341
2004_Indian_Ocean_earthquake	Lake_Toba   21
2004_Indian_Ocean_earthquake	Malaysia   285
2004_Indian_Ocean_earthquake	Maldives   342
2004_Indian_Ocean_earthquake	Mediterranean_Sea   204
2004_Indian_Ocean_earthquake	Mexico   277
2004_Indian_Ocean_earthquake	Modern_history   572
2004_Indian_Ocean_earthquake	Moon   443
2004_Indian_Ocean_earthquake	Myanmar   308
2004_Indian_Ocean_earthquake	Natural_disaster   237
2004_Indian_Ocean_earthquake	New_Zealand   541
2004_Indian_Ocean_earthquake	Pacific_Ocean   338
2004_Indian_Ocean_earthquake	Peru   543
2004_Indian_Ocean_earthquake	Radar   231
2004_Indian_Ocean_earthquake	Royal_Navy   87
2004_Indian_Ocean_earthquake	Russia   66
2004_Indian_Ocean_earthquake	Salt   126
2004_Indian_Ocean_earthquake	Seawater   1
2004_Indian_Ocean_earthquake	Singapore   581
2004_Indian_Ocean_earthquake	Somalia   326
2004_Indian_Ocean_earthquake	South_Africa   274
2004_Indian_Ocean_earthquake	South_China_Sea   218
2004_Indian_Ocean_earthquake	Sri_Lanka   171
2004_Indian_Ocean_earthquake	Sumatra   158
2004_Indian_Ocean_earthquake	Sweden   120
2004_Indian_Ocean_earthquake	Syria   13
2004_Indian_Ocean_earthquake	Thailand   323
2004_Indian_Ocean_earthquake	Time_zone   506
2004_Indian_Ocean_earthquake	Tokyo   202
2004_Indian_Ocean_earthquake	Tsunami   477
2004_Indian_Ocean_earthquake	United_Kingdom   585
2004_Indian_Ocean_earthquake	United_Nations   479
2004_Indian_Ocean_earthquake	United_States_dollar   435
2004_Indian_Ocean_earthquake	Vegetation   205
2004_Indian_Ocean_earthquake	Venezuela   220
2004_Indian_Ocean_earthquake	Washington%2C_D.C.   575
2004_Indian_Ocean_earthquake	World_War_II   418
2005_Atlantic_hurricane_season	1928_Okeechobee_Hurricane   192
2005_Atlantic_hurricane_season	2003_Atlantic_hurricane_season   417
